numeroCirconscription,nomCirconscription,nbBureauComplete,nbBureauTotal,nbVoteValide,nbVoteRejete,nbVoteExerce,nbElecteurInscrit,tauxVoteValide,tauxVoteRejete,tauxParticipation,numeroCandidat,nomCandidat,prenomCandidat,numeroPartiPolitique,abreviationPartiPolitique,nbVoteTotal,tauxVote,nbVoteAvance
648,Abitibi-Est,126,126,20695,404,21099,33723,98.09,1.91,62.57,2358,Dufour,Pierre,27,C.A.Q.-E.F.L.,9762,47.17,6718
648,Abitibi-Est,126,126,20695,404,21099,33723,98.09,1.91,62.57,2758,Matte,Jean-Maurice,6,P.L.Q./Q.L.P.,3044,14.71,0
648,Abitibi-Est,126,126,20695,404,21099,33723,98.09,1.91,62.57,2266,Gingras,Benjamin,40,Q.S.,2838,13.71,0
648,Abitibi-Est,126,126,20695,404,21099,33723,98.09,1.91,62.57,2573,Rouleau,Jacline,8,P.Q.,2565,12.39,0
648,Abitibi-Est,126,126,20695,404,21099,33723,98.09,1.91,62.57,2362,Perron-Tellier,Maxym,22,P.C.Q-E.E.D.,2486,12.01,0
642,Abitibi-Ouest,139,139,22246,319,22565,35424,98.59,1.41,63.7,2177,Blais,Suzanne,27,C.A.Q.-E.F.L.,10399,46.75,5780
642,Abitibi-Ouest,139,139,22246,319,22565,35424,98.59,1.41,63.7,2639,Doré,Samuel,8,P.Q.,4619,20.76,0
642,Abitibi-Ouest,139,139,22246,319,22565,35424,98.59,1.41,63.7,2463,Lapierre,Alexis,40,Q.S.,3623,16.29,0
642,Abitibi-Ouest,139,139,22246,319,22565,35424,98.59,1.41,63.7,2762,Vigneault,François,22,P.C.Q-E.E.D.,2293,10.31,0
642,Abitibi-Ouest,139,139,22246,319,22565,35424,98.59,1.41,63.7,2886,Bourgeois,Guy,6,P.L.Q./Q.L.P.,1153,5.18,0
642,Abitibi-Ouest,139,139,22246,319,22565,35424,98.59,1.41,63.7,2988,Blanchette,Jonathan,99209,U.N.,159,0.71,0
338,Acadie,165,165,25984,434,26418,49427,98.36,1.64,53.45,2636,Morin,André A.,6,P.L.Q./Q.L.P.,10981,42.26,6513
338,Acadie,165,165,25984,434,26418,49427,98.36,1.64,53.45,2442,Lévesque,Elyse,40,Q.S.,4468,17.2,0
338,Acadie,165,165,25984,434,26418,49427,98.36,1.64,53.45,2377,Otoya Celis,Rosmeri,27,C.A.Q.-E.F.L.,4446,17.11,0
338,Acadie,165,165,25984,434,26418,49427,98.36,1.64,53.45,2732,Gentile,Stéphanie,22,P.C.Q-E.E.D.,2955,11.37,0
338,Acadie,165,165,25984,434,26418,49427,98.36,1.64,53.45,2740,Lecours,Véronique,8,P.Q.,2565,9.87,0
338,Acadie,165,165,25984,434,26418,49427,98.36,1.64,53.45,2720,Al Nseir,Roula,10,P.V.Q./G.P.Q.,569,2.19,0
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2211,Boivin Roy,Karine,27,C.A.Q.-E.F.L.,9376,35.56,1331
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2202,Gagnon,Chantal,6,P.L.Q./Q.L.P.,8045,30.52,0
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2669,Pageau,Laurence,40,Q.S.,3893,14.77,0
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2733,Adda,Yastene,8,P.Q.,2910,11.04,0
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2813,Deneault,Genevieve,22,P.C.Q-E.E.D.,1887,7.16,0
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2921,Gélinas,Claude,99237,C.Q.,203,0.77,0
366,Anjou-Louis-Riel,133,133,26363,427,26790,41956,98.41,1.59,63.85,2826,LeRougetel,Katy,0,Ind,49,0.19,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2474,Grondin,Agnès,27,C.A.Q.-E.F.L.,14725,45.1,9434
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2724,Girard,François,8,P.Q.,5291,16.21,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2500,Elayoubi,Karim,22,P.C.Q-E.E.D.,4807,14.72,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2333,Lachaine,Marcel,40,Q.S.,3523,10.79,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2615,LeBel,Philippe,6,P.L.Q./Q.L.P.,3325,10.18,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2967,Lalonde,Jean,99263,P.C.Q./C.P.Q,436,1.34,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2734,Alvarez,Luis,10,P.V.Q./G.P.Q.,429,1.31,0
520,Argenteuil,177,177,32649,495,33144,51647,98.51,1.49,64.17,2915,Milot,Marie-Eve,99286,D.D.,113,0.35,0
144,Arthabaska,207,207,45309,720,46029,62120,98.44,1.56,74.1,2243,Lefebvre,Eric,27,C.A.Q.-E.F.L.,23447,51.75,12260
144,Arthabaska,207,207,45309,720,46029,62120,98.44,1.56,74.1,2465,Henoud,Tarek,22,P.C.Q-E.E.D.,11187,24.69,0
144,Arthabaska,207,207,45309,720,46029,62120,98.44,1.56,74.1,2982,Beauchesne,Mario,8,P.Q.,4538,10.02,0
144,Arthabaska,207,207,45309,720,46029,62120,98.44,1.56,74.1,2332,Fortin,Pascale,40,Q.S.,4179,9.22,0
144,Arthabaska,207,207,45309,720,46029,62120,98.44,1.56,74.1,2875,Arantes,Luciana,6,P.L.Q./Q.L.P.,1702,3.76,0
144,Arthabaska,207,207,45309,720,46029,62120,98.44,1.56,74.1,2654,Martel,Trystan,99237,C.Q.,256,0.57,0
806,Beauce-Nord,151,151,33591,372,33963,44093,98.9,1.1,77.03,2191,Provençal,Luc,27,C.A.Q.-E.F.L.,14590,43.43,202
806,Beauce-Nord,151,151,33591,372,33963,44093,98.9,1.1,77.03,2581,Dumais,Olivier,22,P.C.Q-E.E.D.,14388,42.83,0
806,Beauce-Nord,151,151,33591,372,33963,44093,98.9,1.1,77.03,2986,Lavoie-Savard,Paméla,8,P.Q.,1994,5.94,0
806,Beauce-Nord,151,151,33591,372,33963,44093,98.9,1.1,77.03,2350,Jacques-Côté,François,40,Q.S.,1522,4.53,0
806,Beauce-Nord,151,151,33591,372,33963,44093,98.9,1.1,77.03,2664,Rouleau,Clermont,6,P.L.Q./Q.L.P.,951,2.83,0
806,Beauce-Nord,151,151,33591,372,33963,44093,98.9,1.1,77.03,2634,Mathieu-Poulin,Gwendoline,99237,C.Q.,146,0.43,0
802,Beauce-Sud,180,180,37293,468,37761,49732,98.76,1.24,75.93,2170,Poulin,Samuel,27,C.A.Q.-E.F.L.,16615,44.55,428
802,Beauce-Sud,180,180,37293,468,37761,49732,98.76,1.24,75.93,2337,Poulin,Jonathan,22,P.C.Q-E.E.D.,16187,43.4,0
802,Beauce-Sud,180,180,37293,468,37761,49732,98.76,1.24,75.93,2209,Fecteau,Olivier,40,Q.S.,1623,4.35,0
802,Beauce-Sud,180,180,37293,468,37761,49732,98.76,1.24,75.93,2960,Major,Jean-François,8,P.Q.,1505,4.04,0
802,Beauce-Sud,180,180,37293,468,37761,49732,98.76,1.24,75.93,2756,Poulin,Antoine,6,P.L.Q./Q.L.P.,1057,2.83,0
802,Beauce-Sud,180,180,37293,468,37761,49732,98.76,1.24,75.93,2482,Mercier,Hans,37,P51,306,0.82,0
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,2281,Reid,Claude,27,C.A.Q.-E.F.L.,17882,53.78,12242
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,2331,Desforges,Claudine,8,P.Q.,5640,16.96,0
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,2521,Poirier,Emilie,40,Q.S.,4299,12.93,0
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,2245,Dauphinais,Chantal,22,P.C.Q-E.E.D.,3112,9.36,0
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,2976,Blanchard,Marc,6,P.L.Q./Q.L.P.,1940,5.83,0
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,3040,Savard,Hélène,10,P.V.Q./G.P.Q.,243,0.73,0
218,Beauharnois,175,175,33252,530,33782,50930,98.43,1.57,66.33,2983,Taillefer,Mathieu,99237,C.Q.,136,0.41,0
822,Bellechasse,165,165,32933,497,33430,45261,98.51,1.49,73.86,2175,Lachance,Stéphanie,27,C.A.Q.-E.F.L.,15065,45.74,3453
822,Bellechasse,165,165,32933,497,33430,45261,98.51,1.49,73.86,2176,Tardif,Michel,22,P.C.Q-E.E.D.,11612,35.26,0
822,Bellechasse,165,165,32933,497,33430,45261,98.51,1.49,73.86,2847,Fontaine,Jean-Daniel,8,P.Q.,2908,8.83,0
822,Bellechasse,165,165,32933,497,33430,45261,98.51,1.49,73.86,2539,D'Auteuil Sirois,Jérôme,40,Q.S.,1988,6.04,0
822,Bellechasse,165,165,32933,497,33430,45261,98.51,1.49,73.86,2859,Bégin,François,6,P.L.Q./Q.L.P.,1360,4.13,0
566,Berthier,211,211,41706,613,42319,62369,98.55,1.45,67.85,2439,Proulx,Caroline,27,C.A.Q.-E.F.L.,21256,50.97,12574
566,Berthier,211,211,41706,613,42319,62369,98.55,1.45,67.85,2196,Boucher,Julie,8,P.Q.,8682,20.82,0
566,Berthier,211,211,41706,613,42319,62369,98.55,1.45,67.85,2218,Drainville,Amélie,40,Q.S.,5877,14.09,0
566,Berthier,211,211,41706,613,42319,62369,98.55,1.45,67.85,2593,Primeau,Benoit,22,P.C.Q-E.E.D.,4585,10.99,0
566,Berthier,211,211,41706,613,42319,62369,98.55,1.45,67.85,3015,Abdallah,Hassan,6,P.L.Q./Q.L.P.,1064,2.55,0
566,Berthier,211,211,41706,613,42319,62369,98.55,1.45,67.85,2262,Aubin,Claire,99237,C.Q.,242,0.58,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2385,Duranceau,France-Élaine,27,C.A.Q.-E.F.L.,15927,45.26,8668
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2842,Freire,Guillaume,8,P.Q.,7259,20.63,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2277,Francoeur,Julie,40,Q.S.,5682,16.15,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2546,Meloni,Philippe,22,P.C.Q-E.E.D.,3444,9.79,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2914,Nadeau,André,6,P.L.Q./Q.L.P.,2115,6.01,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2814,Steinberger,Karine,10,P.V.Q./G.P.Q.,448,1.27,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2435,Ouellette,Marie-Eve,99281,P.H.Q.,162,0.46,0
588,Bertrand,181,181,35188,448,35636,55022,98.74,1.26,64.77,2956,Fortin,Samuel,99237,C.Q.,151,0.43,0
536,Blainville,202,202,42769,601,43370,60137,98.61,1.39,72.12,2602,Laframboise,Mario,27,C.A.Q.-E.F.L.,21149,49.45,14549
536,Blainville,202,202,42769,601,43370,60137,98.61,1.39,72.12,2811,Labelle,Frédéric,8,P.Q.,6600,15.43,0
536,Blainville,202,202,42769,601,43370,60137,98.61,1.39,72.12,2698,Michaud,Éric,40,Q.S.,5987,14.0,0
536,Blainville,202,202,42769,601,43370,60137,98.61,1.39,72.12,2840,Mercho,Alexandre,6,P.L.Q./Q.L.P.,4718,11.03,0
536,Blainville,202,202,42769,601,43370,60137,98.61,1.39,72.12,2408,Daou,Grace,22,P.C.Q-E.E.D.,4175,9.76,0
536,Blainville,202,202,42769,601,43370,60137,98.61,1.39,72.12,3037,Hanna,Marie-France,99286,D.D.,140,0.33,0
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,2477,Blouin,Catherine,27,C.A.Q.-E.F.L.,9919,44.45,3211
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,2178,Deschênes,Alexis,8,P.Q.,6708,30.06,0
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,2186,Cyr Wright,Catherine,40,Q.S.,2417,10.83,0
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,2778,Cyr,Christian,6,P.L.Q./Q.L.P.,1911,8.56,0
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,2427,Therrien,François,22,P.C.Q-E.E.D.,1219,5.46,0
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,2891,Lauzon,Anne-Marie,99275,U.F.F.,82,0.37,0
850,Bonaventure,134,134,22313,257,22570,35960,98.86,1.14,62.76,3004,Rioux,Jocelyn,99237,C.Q.,57,0.26,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2185,Jolin-Barrette,Simon,27,C.A.Q.-E.F.L.,22760,51.23,14114
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2413,Laprise,Paule,8,P.Q.,8646,19.46,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2205,Landry,Benoît,40,Q.S.,6726,15.14,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2195,Racicot,Jean-Félix,22,P.C.Q-E.E.D.,3357,7.56,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,3007,Charles,Eribert,6,P.L.Q./Q.L.P.,2326,5.24,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2857,Thibault-Vincent,Thomas,10,P.V.Q./G.P.Q.,463,1.04,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2984,Thibodeau,Marcel,99237,C.Q.,93,0.21,0
258,Borduas,194,194,44429,488,44917,59936,98.91,1.09,74.94,2970,Gauthier,Stephen,99286,D.D.,58,0.13,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2542,Cadet,Madwa-Nika,6,P.L.Q./Q.L.P.,9704,40.13,3655
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2411,Diallo,Absa,27,C.A.Q.-E.F.L.,6049,25.01,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2479,Gustave,Ricardo,40,Q.S.,3737,15.45,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2265,Bessard,Carmel-Antoine,22,P.C.Q-E.E.D.,2161,8.94,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2537,Robitaille,Zacharie,8,P.Q.,2101,8.69,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2909,Ahmed,Omar,10,P.V.Q./G.P.Q.,266,1.1,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2346,Toussaint,Smaille,0,Ind,94,0.39,0
360,Bourassa-Sauvé,164,164,24182,547,24729,46257,97.79,2.21,53.46,2263,Lalande McLean,Shawn,99236,P.A.P.E.,70,0.29,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2450,Charest,Isabelle,27,C.A.Q.-E.F.L.,20576,45.87,13438
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2448,Legault,Alexandre,40,Q.S.,7138,15.91,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2443,Paquet,Guillaume,8,P.Q.,5359,11.95,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2649,Vadeboncoeur,Claude,6,P.L.Q./Q.L.P.,5344,11.91,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2440,Prévost,Stéphanie,22,P.C.Q-E.E.D.,4875,10.87,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,3016,Moore,Lynn,99263,P.C.Q./C.P.Q,642,1.43,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2942,Moynan,Caitlin,10,P.V.Q./G.P.Q.,487,1.09,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2453,Houle,Sébastien,0,Ind,209,0.47,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2987,Quirion-Bouchard,Tommy,99237,C.Q.,121,0.27,0
204,Brome-Missisquoi,233,233,44856,537,45393,66769,98.82,1.18,67.99,2643,Fontaine,Pierre,99286,D.D.,105,0.23,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2652,St-Pierre Plamondon,Paul,8,P.Q.,11959,41.68,2794
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2452,Campeau,Richard,27,C.A.Q.-E.F.L.,9165,31.94,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2700,Eyangos,Christina,6,P.L.Q./Q.L.P.,4724,16.47,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2575,Karteris,Christos,22,P.C.Q-E.E.D.,1869,6.51,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2702,Keita,Bourama,10,P.V.Q./G.P.Q.,641,2.23,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2489,Émond,Jean-Pierre,99237,C.Q.,241,0.84,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2446,St-Gelais,Grace,99286,D.D.,49,0.17,0
370,Camille-Laurin,173,173,28690,2728,31418,49518,91.32,8.68,63.45,2461,Mc Nicoll,Charles,29,E.A.,42,0.15,0
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2481,Roberge,Jean-François,27,C.A.Q.-E.F.L.,18500,48.47,11669
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2484,Desgagné,Marie-Laurence,8,P.Q.,6831,17.9,0
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2483,Michaux-St-Louis,Vincent,40,Q.S.,6250,16.37,0
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2210,Desnoyers,Daniel,22,P.C.Q-E.E.D.,3181,8.33,0
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2865,Yunes,Lina,6,P.L.Q./Q.L.P.,2997,7.85,0
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2973,Chahad,Sanae,99237,C.Q.,341,0.89,0
238,Chambly,172,172,38170,460,38630,52394,98.81,1.19,73.73,2670,Boisvert,Caroline,99286,D.D.,70,0.18,0
676,Champlain,206,206,42068,542,42610,60032,98.73,1.27,70.98,2623,LeBel,Sonia,27,C.A.Q.-E.F.L.,23513,55.89,16130
676,Champlain,206,206,42068,542,42610,60032,98.73,1.27,70.98,2617,Massicotte,Steve,22,P.C.Q-E.E.D.,7383,17.55,0
676,Champlain,206,206,42068,542,42610,60032,98.73,1.27,70.98,2621,Litalien,Alexandre,8,P.Q.,5065,12.04,0
676,Champlain,206,206,42068,542,42610,60032,98.73,1.27,70.98,2671,Trottier,Marjolaine,40,Q.S.,3775,8.97,0
676,Champlain,206,206,42068,542,42610,60032,98.73,1.27,70.98,2844,Leblanc,Jérémy,6,P.L.Q./Q.L.P.,2138,5.08,0
676,Champlain,206,206,42068,542,42610,60032,98.73,1.27,70.98,2965,Pinel,Bianca Nancy,99275,U.F.F.,194,0.46,0
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,2187,Lévesque,Mathieu,27,C.A.Q.-E.F.L.,16363,52.3,12104
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,2801,Ndengeyingoma,Assumpta,6,P.L.Q./Q.L.P.,4259,13.61,0
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,2696,Labrecque-Boivin,Sabrina,40,Q.S.,4129,13.2,0
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,3052,Kadri,Matthieu,22,P.C.Q-E.E.D.,3161,10.1,0
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,2457,Gutierrez,Marisa,8,P.Q.,3033,9.7,0
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,2955,Meunier,Anne-Marie,99237,C.Q.,267,0.85,0
620,Chapleau,189,189,31284,383,31667,53875,98.79,1.21,58.78,2628,Soublière,Pierre,7,P.M.L.Q.,72,0.23,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2183,Julien,Jonatan,27,C.A.Q.-E.F.L.,18921,45.0,10357
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2347,Domingue,Jean,22,P.C.Q-E.E.D.,8564,20.37,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2250,Corbeil,Priscilla,8,P.Q.,5967,14.19,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2340,Duhaime,Ève,40,Q.S.,5486,13.05,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2781,Sissoko,Mahamadou,6,P.L.Q./Q.L.P.,2518,5.99,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2677,Essaidi,Odevie,10,P.V.Q./G.P.Q.,348,0.83,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2780,Cantin,David,37,P51,163,0.39,0
748,Charlesbourg,198,198,42042,570,42612,57117,98.66,1.34,74.6,2267,Pelletier,Daniel,99286,D.D.,75,0.18,0
760,Charlevoix-Côte-de-Beaupré,189,189,37322,430,37752,53780,98.86,1.14,70.2,2829,Bourassa,Kariane,27,C.A.Q.-E.F.L.,17979,48.17,11216
760,Charlevoix-Côte-de-Beaupré,189,189,37322,430,37752,53780,98.86,1.14,70.2,2893,Lacombe,Odré,22,P.C.Q-E.E.D.,6763,18.12,0
760,Charlevoix-Côte-de-Beaupré,189,189,37322,430,37752,53780,98.86,1.14,70.2,2834,Rodrigue,Lucien,8,P.Q.,6041,16.19,0
760,Charlevoix-Côte-de-Beaupré,189,189,37322,430,37752,53780,98.86,1.14,70.2,2835,Fortin,Myriam,40,Q.S.,4677,12.53,0
760,Charlevoix-Côte-de-Beaupré,189,189,37322,430,37752,53780,98.86,1.14,70.2,2949,Bureau,Michel,6,P.L.Q./Q.L.P.,1756,4.7,0
760,Charlevoix-Côte-de-Beaupré,189,189,37322,430,37752,53780,98.86,1.14,70.2,2912,Tremblay,Stefany,99286,D.D.,106,0.28,0
226,Châteauguay,183,183,33332,425,33757,54467,98.74,1.26,61.98,2330,Gendron,Marie-Belle,27,C.A.Q.-E.F.L.,13038,39.12,4778
226,Châteauguay,183,183,33332,425,33757,54467,98.74,1.26,61.98,2279,Primeau,Jean-François,6,P.L.Q./Q.L.P.,8260,24.78,0
226,Châteauguay,183,183,33332,425,33757,54467,98.74,1.26,61.98,2285,Bécotte,Martin,40,Q.S.,4261,12.78,0
226,Châteauguay,183,183,33332,425,33757,54467,98.74,1.26,61.98,2328,Lafleur,Marianne,8,P.Q.,3947,11.84,0
226,Châteauguay,183,183,33332,425,33757,54467,98.74,1.26,61.98,2836,Viau,Patric,22,P.C.Q-E.E.D.,3363,10.09,0
226,Châteauguay,183,183,33332,425,33757,54467,98.74,1.26,61.98,3006,Stevenson,Stephanie,10,P.V.Q./G.P.Q.,463,1.39,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2180,Lévesque,Sylvain,27,C.A.Q.-E.F.L.,20292,46.84,6498
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2184,Duhaime,Éric,22,P.C.Q-E.E.D.,13794,31.84,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2468,Ruiz Aragon,Jimena,40,Q.S.,3816,8.81,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2755,Riverin,Charles-Hubert,8,P.Q.,3307,7.63,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2927,Pivovar,Igor,6,P.L.Q./Q.L.P.,1651,3.81,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2680,Blais,Renaud,23,P.N.,213,0.49,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2598,Lepage,Christine,99237,C.Q.,201,0.46,0
754,Chauveau,205,205,43318,619,43937,58059,98.59,1.41,75.68,2779,Bouffard-Savoie,Nicolas,29,E.A.,44,0.1,0
918,Chicoutimi,164,164,31063,421,31484,45810,98.66,1.34,68.73,2395,Laforest,Andrée,27,C.A.Q.-E.F.L.,19345,62.28,14930
918,Chicoutimi,164,164,31063,421,31484,45810,98.66,1.34,68.73,2400,Villeneuve,Alice,8,P.Q.,4415,14.21,0
918,Chicoutimi,164,164,31063,421,31484,45810,98.66,1.34,68.73,2592,Guibert-Barthez,Adrien,40,Q.S.,3741,12.04,0
